"id","id_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentario"
"516","192.168.1.39","3","Google Ads","vista_Zapatillas_Urban","2025-11-07 08:33:23","Navegando catalogo"
"517","192.168.1.39","2","Google Ads","btn_ver_tallas","2025-11-07 08:33:25","Interaccion interfaz"
"518","192.168.1.39","3","Google Ads","vista_Jean_Slim_Negro","2025-11-07 08:34:09","Navegando catalogo"
"519","192.168.1.39","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 08:34:19","Navegando catalogo"
"520","192.168.1.39","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-07 08:34:35","Navegando catalogo"
"521","192.168.1.39","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 08:35:16","Navegando catalogo"
"522","192.168.1.39","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-07 08:36:11","Venta Exitosa"
"523","192.168.1.18","1","Google Ads","Home_Page","2025-11-07 10:28:00","Inicio de sesion"
"524","192.168.1.18","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 10:28:42","Navegando catalogo"
"525","192.168.1.37","1","Instagram Bio","Home_Page","2025-11-07 11:24:00","Inicio de sesion"
"526","192.168.1.37","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-07 11:24:45","Navegando catalogo"
"527","192.168.1.37","2","Instagram Bio","link_menu_hombres","2025-11-07 11:24:47","Interaccion interfaz"
"528","192.168.1.26","1","Newsletter","Home_Page","2025-11-07 13:42:00","Inicio de sesion"
"529","192.168.1.26","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-07 13:42:25","Navegando catalogo"
"530","192.168.1.26","3","Newsletter","vista_Chaqueta_Cuero","2025-11-07 13:42:41","Navegando catalogo"
"531","192.168.1.26","2","Newsletter","link_menu_hombres","2025-11-07 13:42:43","Interaccion interfaz"
"532","192.168.1.26","3","Newsletter","vista_Chaqueta_Cuero","2025-11-07 13:43:24","Navegando catalogo"
"533","192.168.1.26","2","Newsletter","btn_ver_tallas","2025-11-07 13:43:26","Interaccion interfaz"
"534","192.168.1.26","3","Newsletter","vista_Zapatillas_Urban","2025-11-07 13:43:38","Navegando catalogo"
"535","192.168.1.26","5","Newsletter","btn_cancelar_checkout","2025-11-07 13:44:04","Abandono en pago"
"536","192.168.1.22","1","Instagram Bio","Home_Page","2025-11-07 14:53:00","Inicio de sesion"
"537","192.168.1.22","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-07 14:53:39","Navegando catalogo"
"538","192.168.1.22","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-07 14:53:53","Navegando catalogo"
"539","192.168.1.10","1","Facebook","Home_Page","2025-11-07 17:41:00","Inicio de sesion"
"540","192.168.1.10","3","Facebook","vista_Jean_Slim_Negro","2025-11-07 17:41:32","Navegando catalogo"
"541","192.168.1.21","1","Newsletter","Home_Page","2025-11-07 19:44:00","Inicio de sesion"
"542","192.168.1.21","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 19:44:45","Navegando catalogo"
"543","192.168.1.21","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 19:45:30","Navegando catalogo"
"544","192.168.1.21","2","Newsletter","btn_ver_tallas","2025-11-07 19:45:32","Interaccion interfaz"
"545","192.168.1.21","3","Newsletter","vista_Chaqueta_Cuero","2025-11-07 19:46:13","Navegando catalogo"
"546","192.168.1.21","2","Newsletter","btn_agregar_carrito","2025-11-07 19:46:15","Interaccion interfaz"
"547","192.168.1.21","3","Newsletter","vista_Jean_Slim_Negro","2025-11-07 19:46:22","Navegando catalogo"
"548","192.168.1.21","2","Newsletter","img_zoom","2025-11-07 19:46:24","Interaccion interfaz"
"549","192.168.1.21","3","Newsletter","vista_Chaqueta_Cuero","2025-11-07 19:47:07","Navegando catalogo"
"550","192.168.1.21","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-07 19:47:35","Venta Exitosa"
"551","192.168.1.44","1","Google Ads","Home_Page","2025-11-07 20:47:00","Inicio de sesion"
"552","192.168.1.44","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 20:47:28","Navegando catalogo"
"553","192.168.1.44","2","Google Ads","btn_agregar_carrito","2025-11-07 20:47:30","Interaccion interfaz"
"554","192.168.1.27","1","Google Ads","Home_Page","2025-11-07 23:11:00","Inicio de sesion"
"555","192.168.1.27","3","Google Ads","vista_Chaqueta_Cuero","2025-11-07 23:11:40","Navegando catalogo"
"556","192.168.1.2","1","Directo","Home_Page","2025-11-08 00:01:00","Inicio de sesion"
"557","192.168.1.2","3","Directo","vista_Jean_Slim_Negro","2025-11-08 00:01:40","Navegando catalogo"
"558","192.168.1.2","3","Directo","vista_Zapatillas_Urban","2025-11-08 00:02:18","Navegando catalogo"
"559","192.168.1.2","2","Directo","btn_agregar_carrito","2025-11-08 00:02:20","Interaccion interfaz"
"560","192.168.1.2","3","Directo","vista_Zapatillas_Urban","2025-11-08 00:02:40","Navegando catalogo"
"561","192.168.1.2","3","Directo","vista_Zapatillas_Urban","2025-11-08 00:03:21","Navegando catalogo"
"562","192.168.1.2","2","Directo","btn_ver_tallas","2025-11-08 00:03:23","Interaccion interfaz"
"563","192.168.1.2","3","Directo","vista_Chaqueta_Cuero","2025-11-08 00:03:41","Navegando catalogo"
"564","192.168.1.2","2","Directo","btn_agregar_carrito","2025-11-08 00:03:43","Interaccion interfaz"
"565","192.168.1.2","4","Directo","btn_finalizar_pago_exitoso","2025-11-08 00:04:11","Venta Exitosa"
"566","192.168.1.44","1","Instagram Bio","Home_Page","2025-11-08 02:06:00","Inicio de sesion"
"567","192.168.1.44","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-08 02:06:38","Navegando catalogo"
"568","192.168.1.35","1","Newsletter","Home_Page","2025-11-08 03:18:00","Inicio de sesion"
"569","192.168.1.35","3","Newsletter","vista_Chaqueta_Cuero","2025-11-08 03:18:10","Navegando catalogo"
"570","192.168.1.35","2","Newsletter","btn_agregar_carrito","2025-11-08 03:18:12","Interaccion interfaz"
"571","192.168.1.35","3","Newsletter","vista_Jean_Slim_Negro","2025-11-08 03:18:53","Navegando catalogo"
"572","192.168.1.35","2","Newsletter","btn_ver_tallas","2025-11-08 03:18:55","Interaccion interfaz"
"573","192.168.1.35","3","Newsletter","vista_Jean_Slim_Negro","2025-11-08 03:19:13","Navegando catalogo"
"574","192.168.1.35","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 03:19:50","Navegando catalogo"
"575","192.168.1.35","2","Newsletter","img_zoom","2025-11-08 03:19:52","Interaccion interfaz"
"576","192.168.1.35","5","Newsletter","btn_cancelar_checkout","2025-11-08 03:20:07","Abandono en pago"
"577","192.168.1.48","1","Directo","Home_Page","2025-11-08 03:34:00","Inicio de sesion"
"578","192.168.1.48","3","Directo","vista_Jean_Slim_Negro","2025-11-08 03:34:30","Navegando catalogo"
"579","192.168.1.48","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 03:35:00","Navegando catalogo"
"580","192.168.1.48","2","Directo","link_menu_hombres","2025-11-08 03:35:02","Interaccion interfaz"
"581","192.168.1.48","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 03:35:14","Navegando catalogo"
"582","192.168.1.48","3","Directo","vista_Vestido_Verano_Floral","2025-11-08 03:35:19","Navegando catalogo"
"583","192.168.1.48","2","Directo","img_zoom","2025-11-08 03:35:21","Interaccion interfaz"
"584","192.168.1.48","5","Directo","btn_cancelar_checkout","2025-11-08 03:36:19","Abandono en pago"
"585","192.168.1.8","1","Facebook","Home_Page","2025-11-08 06:10:00","Inicio de sesion"
"586","192.168.1.8","3","Facebook","vista_Zapatillas_Urban","2025-11-08 06:10:32","Navegando catalogo"
"587","192.168.1.25","1","Instagram Bio","Home_Page","2025-11-08 07:45:00","Inicio de sesion"
"588","192.168.1.25","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-08 07:45:22","Navegando catalogo"
"589","192.168.1.25","2","Instagram Bio","btn_agregar_carrito","2025-11-08 07:45:24","Interaccion interfaz"
"590","192.168.1.25","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-08 07:45:30","Navegando catalogo"
"591","192.168.1.25","2","Instagram Bio","link_menu_hombres","2025-11-08 07:45:32","Interaccion interfaz"
"592","192.168.1.25","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-08 07:45:57","Navegando catalogo"
"593","192.168.1.25","2","Instagram Bio","img_zoom","2025-11-08 07:45:59","Interaccion interfaz"
"594","192.168.1.36","1","Directo","Home_Page","2025-11-08 08:42:00","Inicio de sesion"
"595","192.168.1.36","3","Directo","vista_Jean_Slim_Negro","2025-11-08 08:42:30","Navegando catalogo"
"596","192.168.1.36","3","Directo","vista_Chaqueta_Cuero","2025-11-08 08:43:14","Navegando catalogo"
"597","192.168.1.36","2","Directo","btn_ver_tallas","2025-11-08 08:43:16","Interaccion interfaz"
"598","192.168.1.36","3","Directo","vista_Chaqueta_Cuero","2025-11-08 08:43:57","Navegando catalogo"
"599","192.168.1.27","1","Google Ads","Home_Page","2025-11-08 09:18:00","Inicio de sesion"
"600","192.168.1.27","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 09:18:29","Navegando catalogo"
"601","192.168.1.27","2","Google Ads","link_menu_hombres","2025-11-08 09:18:31","Interaccion interfaz"
"602","192.168.1.27","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 09:18:38","Navegando catalogo"
"603","192.168.1.27","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 09:19:03","Navegando catalogo"
"604","192.168.1.27","2","Google Ads","link_menu_hombres","2025-11-08 09:19:05","Interaccion interfaz"
"605","192.168.1.4","1","Newsletter","Home_Page","2025-11-08 12:09:00","Inicio de sesion"
"606","192.168.1.4","3","Newsletter","vista_Chaqueta_Cuero","2025-11-08 12:09:08","Navegando catalogo"
"607","192.168.1.4","2","Newsletter","btn_ver_tallas","2025-11-08 12:09:10","Interaccion interfaz"
"608","192.168.1.37","1","Newsletter","Home_Page","2025-11-08 12:49:00","Inicio de sesion"
"609","192.168.1.37","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-08 12:49:31","Navegando catalogo"
"610","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-08 12:50:16","Navegando catalogo"
"611","192.168.1.37","2","Newsletter","btn_agregar_carrito","2025-11-08 12:50:18","Interaccion interfaz"
"612","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 12:50:58","Navegando catalogo"
"613","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-08 12:51:11","Navegando catalogo"
"614","192.168.1.37","2","Newsletter","btn_ver_tallas","2025-11-08 12:51:13","Interaccion interfaz"
"615","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 12:51:49","Navegando catalogo"
"616","192.168.1.37","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-08 12:52:16","Venta Exitosa"
"617","192.168.1.4","1","Google Ads","Home_Page","2025-11-08 13:07:00","Inicio de sesion"
"618","192.168.1.4","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 13:07:36","Navegando catalogo"
"619","192.168.1.4","2","Google Ads","btn_ver_tallas","2025-11-08 13:07:38","Interaccion interfaz"
"620","192.168.1.4","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 13:07:51","Navegando catalogo"
"621","192.168.1.4","2","Google Ads","img_zoom","2025-11-08 13:07:53","Interaccion interfaz"
"622","192.168.1.4","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 13:08:30","Navegando catalogo"
"623","192.168.1.4","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 13:09:11","Navegando catalogo"
"624","192.168.1.4","2","Google Ads","img_zoom","2025-11-08 13:09:13","Interaccion interfaz"
"625","192.168.1.4","5","Google Ads","btn_cancelar_checkout","2025-11-08 13:10:05","Abandono en pago"
"626","192.168.1.8","1","Newsletter","Home_Page","2025-11-08 14:36:00","Inicio de sesion"
"627","192.168.1.8","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 14:36:45","Navegando catalogo"
"628","192.168.1.8","2","Newsletter","btn_ver_tallas","2025-11-08 14:36:47","Interaccion interfaz"
"629","192.168.1.8","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 14:37:15","Navegando catalogo"
"630","192.168.1.8","2","Newsletter","link_menu_hombres","2025-11-08 14:37:17","Interaccion interfaz"
"631","192.168.1.8","3","Newsletter","vista_Chaqueta_Cuero","2025-11-08 14:37:41","Navegando catalogo"
"632","192.168.1.8","3","Newsletter","vista_Zapatillas_Urban","2025-11-08 14:38:06","Navegando catalogo"
"633","192.168.1.8","2","Newsletter","btn_ver_tallas","2025-11-08 14:38:08","Interaccion interfaz"
"634","192.168.1.8","5","Newsletter","btn_cancelar_checkout","2025-11-08 14:38:23","Abandono en pago"
"635","192.168.1.9","1","Google Ads","Home_Page","2025-11-08 15:19:00","Inicio de sesion"
"636","192.168.1.9","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 15:19:25","Navegando catalogo"
"637","192.168.1.9","2","Google Ads","btn_ver_tallas","2025-11-08 15:19:27","Interaccion interfaz"
"638","192.168.1.9","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-08 15:19:56","Navegando catalogo"
"639","192.168.1.9","2","Google Ads","img_zoom","2025-11-08 15:19:58","Interaccion interfaz"
"640","192.168.1.9","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 15:20:36","Navegando catalogo"
"641","192.168.1.9","2","Google Ads","btn_agregar_carrito","2025-11-08 15:20:38","Interaccion interfaz"
"642","192.168.1.36","1","Google Ads","Home_Page","2025-11-08 17:24:00","Inicio de sesion"
"643","192.168.1.36","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 17:24:20","Navegando catalogo"
"644","192.168.1.12","1","Instagram Bio","Home_Page","2025-11-08 17:44:00","Inicio de sesion"
"645","192.168.1.12","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-08 17:44:25","Navegando catalogo"
"646","192.168.1.12","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-08 17:44:45","Navegando catalogo"
"647","192.168.1.12","2","Instagram Bio","img_zoom","2025-11-08 17:44:47","Interaccion interfaz"
"648","192.168.1.12","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-08 17:45:27","Navegando catalogo"
"649","192.168.1.43","1","Google Ads","Home_Page","2025-11-08 20:05:00","Inicio de sesion"
"650","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 20:05:36","Navegando catalogo"
"651","192.168.1.43","2","Google Ads","img_zoom","2025-11-08 20:05:38","Interaccion interfaz"
"652","192.168.1.43","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 20:05:54","Navegando catalogo"
"653","192.168.1.43","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 20:06:13","Navegando catalogo"
"654","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 20:06:49","Navegando catalogo"
"655","192.168.1.43","5","Google Ads","btn_cancelar_checkout","2025-11-08 20:07:44","Abandono en pago"
"656","192.168.1.6","1","Google Ads","Home_Page","2025-11-08 22:39:00","Inicio de sesion"
"657","192.168.1.6","3","Google Ads","vista_Zapatillas_Urban","2025-11-08 22:39:28","Navegando catalogo"
"658","192.168.1.6","3","Google Ads","vista_Jean_Slim_Negro","2025-11-08 22:39:51","Navegando catalogo"
"659","192.168.1.6","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-08 22:40:09","Navegando catalogo"
"660","192.168.1.6","2","Google Ads","btn_ver_tallas","2025-11-08 22:40:11","Interaccion interfaz"
"661","192.168.1.6","3","Google Ads","vista_Chaqueta_Cuero","2025-11-08 22:40:40","Navegando catalogo"
"662","192.168.1.6","5","Google Ads","btn_cancelar_checkout","2025-11-08 22:41:31","Abandono en pago"
"663","192.168.1.28","1","Newsletter","Home_Page","2025-11-09 01:05:00","Inicio de sesion"
"664","192.168.1.28","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 01:05:34","Navegando catalogo"
"665","192.168.1.28","2","Newsletter","link_menu_hombres","2025-11-09 01:05:36","Interaccion interfaz"
"666","192.168.1.28","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:05:58","Navegando catalogo"
"667","192.168.1.28","2","Newsletter","btn_agregar_carrito","2025-11-09 01:06:00","Interaccion interfaz"
"668","192.168.1.28","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:06:19","Navegando catalogo"
"669","192.168.1.28","2","Newsletter","btn_agregar_carrito","2025-11-09 01:06:21","Interaccion interfaz"
"670","192.168.1.28","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:06:50","Navegando catalogo"
"671","192.168.1.28","5","Newsletter","btn_cancelar_checkout","2025-11-09 01:07:03","Abandono en pago"
"672","192.168.1.21","1","Newsletter","Home_Page","2025-11-09 01:26:00","Inicio de sesion"
"673","192.168.1.21","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:26:33","Navegando catalogo"
"674","192.168.1.21","2","Newsletter","img_zoom","2025-11-09 01:26:35","Interaccion interfaz"
"675","192.168.1.45","1","Newsletter","Home_Page","2025-11-09 01:36:00","Inicio de sesion"
"676","192.168.1.45","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 01:36:38","Navegando catalogo"
"677","192.168.1.38","1","Newsletter","Home_Page","2025-11-09 02:53:00","Inicio de sesion"
"678","192.168.1.38","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 02:53:12","Navegando catalogo"
"679","192.168.1.38","2","Newsletter","img_zoom","2025-11-09 02:53:14","Interaccion interfaz"
"680","192.168.1.43","1","Directo","Home_Page","2025-11-09 04:29:00","Inicio de sesion"
"681","192.168.1.43","3","Directo","vista_Chaqueta_Cuero","2025-11-09 04:29:25","Navegando catalogo"
"682","192.168.1.43","2","Directo","link_menu_hombres","2025-11-09 04:29:27","Interaccion interfaz"
"683","192.168.1.43","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 04:29:50","Navegando catalogo"
"684","192.168.1.1","1","Newsletter","Home_Page","2025-11-09 05:28:00","Inicio de sesion"
"685","192.168.1.1","3","Newsletter","vista_Chaqueta_Cuero","2025-11-09 05:28:12","Navegando catalogo"
"686","192.168.1.1","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 05:28:29","Navegando catalogo"
"687","192.168.1.1","2","Newsletter","btn_ver_tallas","2025-11-09 05:28:31","Interaccion interfaz"
"688","192.168.1.1","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 05:28:44","Navegando catalogo"
"689","192.168.1.39","1","Google Ads","Home_Page","2025-11-09 06:20:00","Inicio de sesion"
"690","192.168.1.39","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 06:20:14","Navegando catalogo"
"691","192.168.1.39","2","Google Ads","btn_agregar_carrito","2025-11-09 06:20:16","Interaccion interfaz"
"692","192.168.1.39","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 06:20:34","Navegando catalogo"
"693","192.168.1.20","1","Instagram Bio","Home_Page","2025-11-09 07:23:00","Inicio de sesion"
"694","192.168.1.20","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 07:23:06","Navegando catalogo"
"695","192.168.1.20","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 07:23:13","Navegando catalogo"
"696","192.168.1.20","2","Instagram Bio","img_zoom","2025-11-09 07:23:15","Interaccion interfaz"
"697","192.168.1.20","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-09 07:23:34","Navegando catalogo"
"698","192.168.1.20","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-09 07:23:41","Navegando catalogo"
"699","192.168.1.20","2","Instagram Bio","btn_ver_tallas","2025-11-09 07:23:43","Interaccion interfaz"
"700","192.168.1.20","5","Instagram Bio","btn_cancelar_checkout","2025-11-09 07:24:34","Abandono en pago"
"701","192.168.1.38","1","Facebook","Home_Page","2025-11-09 09:27:00","Inicio de sesion"
"702","192.168.1.38","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 09:27:42","Navegando catalogo"
"703","192.168.1.42","1","Newsletter","Home_Page","2025-11-09 10:38:00","Inicio de sesion"
"704","192.168.1.42","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 10:38:13","Navegando catalogo"
"705","192.168.1.42","2","Newsletter","btn_agregar_carrito","2025-11-09 10:38:15","Interaccion interfaz"
"706","192.168.1.42","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 10:38:36","Navegando catalogo"
"707","192.168.1.42","2","Newsletter","img_zoom","2025-11-09 10:38:38","Interaccion interfaz"
"708","192.168.1.42","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 10:39:18","Navegando catalogo"
"709","192.168.1.42","2","Newsletter","btn_agregar_carrito","2025-11-09 10:39:20","Interaccion interfaz"
"710","192.168.1.42","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 10:39:44","Navegando catalogo"
"711","192.168.1.42","2","Newsletter","img_zoom","2025-11-09 10:39:46","Interaccion interfaz"
"712","192.168.1.42","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 10:40:04","Navegando catalogo"
"713","192.168.1.42","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-09 10:40:39","Venta Exitosa"
"714","192.168.1.48","1","Newsletter","Home_Page","2025-11-09 11:27:00","Inicio de sesion"
"715","192.168.1.48","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 11:27:22","Navegando catalogo"
"716","192.168.1.48","2","Newsletter","btn_ver_tallas","2025-11-09 11:27:24","Interaccion interfaz"
"717","192.168.1.48","3","Newsletter","vista_Chaqueta_Cuero","2025-11-09 11:28:09","Navegando catalogo"
"718","192.168.1.48","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 11:28:26","Navegando catalogo"
"719","192.168.1.48","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 11:28:34","Navegando catalogo"
"720","192.168.1.48","2","Newsletter","img_zoom","2025-11-09 11:28:36","Interaccion interfaz"
"721","192.168.1.48","5","Newsletter","btn_cancelar_checkout","2025-11-09 11:28:57","Abandono en pago"
"722","192.168.1.45","1","Google Ads","Home_Page","2025-11-09 13:45:00","Inicio de sesion"
"723","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 13:45:32","Navegando catalogo"
"724","192.168.1.45","2","Google Ads","img_zoom","2025-11-09 13:45:34","Interaccion interfaz"
"725","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 13:46:07","Navegando catalogo"
"726","192.168.1.45","2","Google Ads","img_zoom","2025-11-09 13:46:09","Interaccion interfaz"
"727","192.168.1.45","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-09 13:46:38","Navegando catalogo"
"728","192.168.1.45","2","Google Ads","link_menu_hombres","2025-11-09 13:46:40","Interaccion interfaz"
"729","192.168.1.45","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 13:47:11","Navegando catalogo"
"730","192.168.1.45","2","Google Ads","img_zoom","2025-11-09 13:47:13","Interaccion interfaz"
"731","192.168.1.45","5","Google Ads","btn_cancelar_checkout","2025-11-09 13:48:04","Abandono en pago"
"732","192.168.1.16","1","Google Ads","Home_Page","2025-11-09 14:33:00","Inicio de sesion"
"733","192.168.1.16","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 14:33:33","Navegando catalogo"
"734","192.168.1.16","2","Google Ads","img_zoom","2025-11-09 14:33:35","Interaccion interfaz"
"735","192.168.1.16","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-09 14:33:51","Navegando catalogo"
"736","192.168.1.16","2","Google Ads","btn_ver_tallas","2025-11-09 14:33:53","Interaccion interfaz"
"737","192.168.1.16","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 14:34:13","Navegando catalogo"
"738","192.168.1.4","1","Facebook","Home_Page","2025-11-09 14:49:00","Inicio de sesion"
"739","192.168.1.4","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 14:49:34","Navegando catalogo"
"740","192.168.1.4","2","Facebook","btn_agregar_carrito","2025-11-09 14:49:36","Interaccion interfaz"
"741","192.168.1.31","1","Newsletter","Home_Page","2025-11-09 17:46:00","Inicio de sesion"
"742","192.168.1.31","3","Newsletter","vista_Zapatillas_Urban","2025-11-09 17:46:14","Navegando catalogo"
"743","192.168.1.31","2","Newsletter","link_menu_hombres","2025-11-09 17:46:16","Interaccion interfaz"
"744","192.168.1.31","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 17:46:28","Navegando catalogo"
"745","192.168.1.1","1","Google Ads","Home_Page","2025-11-09 18:49:00","Inicio de sesion"
"746","192.168.1.1","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-09 18:49:22","Navegando catalogo"
"747","192.168.1.1","2","Google Ads","btn_ver_tallas","2025-11-09 18:49:24","Interaccion interfaz"
"748","192.168.1.1","3","Google Ads","vista_Jean_Slim_Negro","2025-11-09 18:49:38","Navegando catalogo"
"749","192.168.1.1","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 18:50:07","Navegando catalogo"
"750","192.168.1.1","2","Google Ads","btn_agregar_carrito","2025-11-09 18:50:09","Interaccion interfaz"
"751","192.168.1.1","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-09 18:50:51","Navegando catalogo"
"752","192.168.1.1","2","Google Ads","btn_agregar_carrito","2025-11-09 18:50:53","Interaccion interfaz"
"753","192.168.1.1","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 18:51:11","Navegando catalogo"
"754","192.168.1.1","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-09 18:52:01","Venta Exitosa"
"755","192.168.1.7","1","Directo","Home_Page","2025-11-09 19:05:00","Inicio de sesion"
"756","192.168.1.7","3","Directo","vista_Chaqueta_Cuero","2025-11-09 19:05:06","Navegando catalogo"
"757","192.168.1.7","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 19:05:18","Navegando catalogo"
"758","192.168.1.45","1","Google Ads","Home_Page","2025-11-09 20:53:00","Inicio de sesion"
"759","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 20:53:22","Navegando catalogo"
"760","192.168.1.45","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 20:53:38","Navegando catalogo"
"761","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 20:53:55","Navegando catalogo"
"762","192.168.1.45","2","Google Ads","link_menu_hombres","2025-11-09 20:53:57","Interaccion interfaz"
"763","192.168.1.45","3","Google Ads","vista_Jean_Slim_Negro","2025-11-09 20:54:11","Navegando catalogo"
"764","192.168.1.45","2","Google Ads","link_menu_hombres","2025-11-09 20:54:13","Interaccion interfaz"
"765","192.168.1.45","5","Google Ads","btn_cancelar_checkout","2025-11-09 20:54:49","Abandono en pago"
"766","192.168.1.37","1","Google Ads","Home_Page","2025-11-09 22:24:00","Inicio de sesion"
"767","192.168.1.37","3","Google Ads","vista_Jean_Slim_Negro","2025-11-09 22:24:11","Navegando catalogo"
"768","192.168.1.37","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 22:24:55","Navegando catalogo"
"769","192.168.1.37","2","Google Ads","btn_ver_tallas","2025-11-09 22:24:57","Interaccion interfaz"
"770","192.168.1.29","1","Instagram Bio","Home_Page","2025-11-10 00:24:00","Inicio de sesion"
"771","192.168.1.29","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-10 00:24:30","Navegando catalogo"
"772","192.168.1.29","2","Instagram Bio","link_menu_hombres","2025-11-10 00:24:32","Interaccion interfaz"
"773","192.168.1.29","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-10 00:25:07","Navegando catalogo"
